article_id,product_group_name,image_path
453309014,Swimwear,data\hm\images\045\0453309014.jpg
603584018,Garment Lower body,data\hm\images\060\0603584018.jpg
599718005,Garment Lower body,data\hm\images\059\0599718005.jpg
869872002,Garment Upper body,data\hm\images\086\0869872002.jpg
762061001,Garment Lower body,data\hm\images\076\0762061001.jpg
670169002,Garment Lower body,data\hm\images\067\0670169002.jpg
765948002,Garment Full body,data\hm\images\076\0765948002.jpg
733097001,Garment Upper body,data\hm\images\073\0733097001.jpg
535783003,Garment Upper body,data\hm\images\053\0535783003.jpg
569984024,Garment Upper body,data\hm\images\056\0569984024.jpg
691579001,Garment Lower body,data\hm\images\069\0691579001.jpg
581551002,Garment Full body,data\hm\images\058\0581551002.jpg
536697001,Garment Full body,data\hm\images\053\0536697001.jpg
857574006,Garment Lower body,data\hm\images\085\0857574006.jpg
824499003,Garment Upper body,data\hm\images\082\0824499003.jpg
633294011,Garment Full body,data\hm\images\063\0633294011.jpg
801252002,Garment Upper body,data\hm\images\080\0801252002.jpg
875950006,Garment Full body,data\hm\images\087\0875950006.jpg
512251003,Garment Full body,data\hm\images\051\0512251003.jpg
509014009,Garment Full body,data\hm\images\050\0509014009.jpg
759462001,Garment Upper body,data\hm\images\075\0759462001.jpg
859105004,Garment Lower body,data\hm\images\085\0859105004.jpg
735026003,Shoes,data\hm\images\073\0735026003.jpg
740412005,Garment Upper body,data\hm\images\074\0740412005.jpg
676306001,Garment Lower body,data\hm\images\067\0676306001.jpg
597082002,Garment Upper body,data\hm\images\059\0597082002.jpg
433275006,Nightwear,data\hm\images\043\0433275006.jpg
778784001,Garment Upper body,data\hm\images\077\0778784001.jpg
906645010,Garment Lower body,data\hm\images\090\0906645010.jpg
700946005,Garment Upper body,data\hm\images\070\0700946005.jpg
816363001,Garment Upper body,data\hm\images\081\0816363001.jpg
675407002,Garment Upper body,data\hm\images\067\0675407002.jpg
701277003,Garment Upper body,data\hm\images\070\0701277003.jpg
451744018,Accessories,data\hm\images\045\0451744018.jpg
779245002,Garment Upper body,data\hm\images\077\0779245002.jpg
631536018,Socks & Tights,data\hm\images\063\0631536018.jpg
652337001,Garment Upper body,data\hm\images\065\0652337001.jpg
681315001,Garment Full body,data\hm\images\068\0681315001.jpg
642671003,Garment Upper body,data\hm\images\064\0642671003.jpg
875145001,Garment Upper body,data\hm\images\087\0875145001.jpg
619138009,Garment Upper body,data\hm\images\061\0619138009.jpg
749486002,Garment Upper body,data\hm\images\074\0749486002.jpg
805385004,Garment Upper body,data\hm\images\080\0805385004.jpg
854222002,Garment Lower body,data\hm\images\085\0854222002.jpg
716045002,Garment Upper body,data\hm\images\071\0716045002.jpg
618655006,Underwear,data\hm\images\061\0618655006.jpg
709187002,Garment Full body,data\hm\images\070\0709187002.jpg
583923002,Shoes,data\hm\images\058\0583923002.jpg
766273001,Accessories,data\hm\images\076\0766273001.jpg
698260005,Swimwear,data\hm\images\069\0698260005.jpg
596956002,Garment Upper body,data\hm\images\059\0596956002.jpg
737633003,Garment Lower body,data\hm\images\073\0737633003.jpg
579372004,Garment Upper body,data\hm\images\057\0579372004.jpg
672899001,Garment Full body,data\hm\images\067\0672899001.jpg
607084001,Garment Lower body,data\hm\images\060\0607084001.jpg
716654003,Garment Lower body,data\hm\images\071\0716654003.jpg
447664003,Underwear,data\hm\images\044\0447664003.jpg
683367001,Accessories,data\hm\images\068\0683367001.jpg
413911035,Garment Upper body,data\hm\images\041\0413911035.jpg
807496001,Accessories,data\hm\images\080\0807496001.jpg
873012005,Garment Lower body,data\hm\images\087\0873012005.jpg
887464003,Accessories,data\hm\images\088\0887464003.jpg
880867004,Garment Lower body,data\hm\images\088\0880867004.jpg
767862005,Garment Upper body,data\hm\images\076\0767862005.jpg
866482011,Garment Full body,data\hm\images\086\0866482011.jpg
656437001,Garment Upper body,data\hm\images\065\0656437001.jpg
687022002,Garment Lower body,data\hm\images\068\0687022002.jpg
805524005,Garment Upper body,data\hm\images\080\0805524005.jpg
889574008,Garment Full body,data\hm\images\088\0889574008.jpg
682289012,Garment Upper body,data\hm\images\068\0682289012.jpg
687861006,Garment Full body,data\hm\images\068\0687861006.jpg
586518004,Garment Lower body,data\hm\images\058\0586518004.jpg
526302007,Garment Upper body,data\hm\images\052\0526302007.jpg
640662009,Garment Lower body,data\hm\images\064\0640662009.jpg
653733001,Garment Upper body,data\hm\images\065\0653733001.jpg
829200009,Garment Upper body,data\hm\images\082\0829200009.jpg
791132001,Garment Upper body,data\hm\images\079\0791132001.jpg
715679006,Nightwear,data\hm\images\071\0715679006.jpg
757197001,Garment Upper body,data\hm\images\075\0757197001.jpg
828814001,Garment Full body,data\hm\images\082\0828814001.jpg
665201004,Garment Lower body,data\hm\images\066\0665201004.jpg
585200002,Socks & Tights,data\hm\images\058\0585200002.jpg
699871002,Garment Full body,data\hm\images\069\0699871002.jpg
696181002,Garment Upper body,data\hm\images\069\0696181002.jpg
416961018,Garment Lower body,data\hm\images\041\0416961018.jpg
726227002,Garment Full body,data\hm\images\072\0726227002.jpg
609434002,Garment Upper body,data\hm\images\060\0609434002.jpg
696991041,Garment Upper body,data\hm\images\069\0696991041.jpg
875014001,Garment Lower body,data\hm\images\087\0875014001.jpg
734346001,Garment Lower body,data\hm\images\073\0734346001.jpg
558703001,Garment Full body,data\hm\images\055\0558703001.jpg
665477011,Garment Lower body,data\hm\images\066\0665477011.jpg
843568001,Accessories,data\hm\images\084\0843568001.jpg
825437001,Garment Lower body,data\hm\images\082\0825437001.jpg
728090001,Garment Upper body,data\hm\images\072\0728090001.jpg
648505002,Garment Full body,data\hm\images\064\0648505002.jpg
758252003,Garment Upper body,data\hm\images\075\0758252003.jpg
511296001,Garment Full body,data\hm\images\051\0511296001.jpg
878784002,Accessories,data\hm\images\087\0878784002.jpg
659531002,Garment Upper body,data\hm\images\065\0659531002.jpg
663542003,Garment Full body,data\hm\images\066\0663542003.jpg
647956003,Shoes,data\hm\images\064\0647956003.jpg
638874005,Garment Upper body,data\hm\images\063\0638874005.jpg
525838004,Garment Lower body,data\hm\images\052\0525838004.jpg
377266015,Garment Upper body,data\hm\images\037\0377266015.jpg
541706002,Garment Upper body,data\hm\images\054\0541706002.jpg
903773001,Garment Upper body,data\hm\images\090\0903773001.jpg
634196002,Garment Lower body,data\hm\images\063\0634196002.jpg
608674003,Garment Upper body,data\hm\images\060\0608674003.jpg
920016002,Garment Lower body,data\hm\images\092\0920016002.jpg
675437001,Garment Upper body,data\hm\images\067\0675437001.jpg
740425003,Garment Upper body,data\hm\images\074\0740425003.jpg
635469001,Garment Upper body,data\hm\images\063\0635469001.jpg
752058002,Garment Full body,data\hm\images\075\0752058002.jpg
636389002,Garment Upper body,data\hm\images\063\0636389002.jpg
687025002,Garment Upper body,data\hm\images\068\0687025002.jpg
707269001,Unknown,data\hm\images\070\0707269001.jpg
617783001,Garment Full body,data\hm\images\061\0617783001.jpg
794935004,Garment Lower body,data\hm\images\079\0794935004.jpg
697468001,Garment Lower body,data\hm\images\069\0697468001.jpg
695051004,Swimwear,data\hm\images\069\0695051004.jpg
583072002,Garment Lower body,data\hm\images\058\0583072002.jpg
590007006,Garment Upper body,data\hm\images\059\0590007006.jpg
854154002,Nightwear,data\hm\images\085\0854154002.jpg
651327001,Garment Upper body,data\hm\images\065\0651327001.jpg
651344013,Garment Lower body,data\hm\images\065\0651344013.jpg
676207012,Garment Upper body,data\hm\images\067\0676207012.jpg
806000019,Garment Upper body,data\hm\images\080\0806000019.jpg
665778001,Shoes,data\hm\images\066\0665778001.jpg
776887001,Accessories,data\hm\images\077\0776887001.jpg
841415001,Garment Lower body,data\hm\images\084\0841415001.jpg
844874008,Garment Upper body,data\hm\images\084\0844874008.jpg
710876030,Garment Lower body,data\hm\images\071\0710876030.jpg
817867001,Accessories,data\hm\images\081\0817867001.jpg
658358003,Garment Upper body,data\hm\images\065\0658358003.jpg
872538001,Garment Lower body,data\hm\images\087\0872538001.jpg
696390003,Garment Upper body,data\hm\images\069\0696390003.jpg
602985001,Garment Lower body,data\hm\images\060\0602985001.jpg
581588002,Garment Upper body,data\hm\images\058\0581588002.jpg
655434003,Garment Upper body,data\hm\images\065\0655434003.jpg
857716002,Garment Lower body,data\hm\images\085\0857716002.jpg
683356003,Garment Upper body,data\hm\images\068\0683356003.jpg
824334001,Garment Full body,data\hm\images\082\0824334001.jpg
625216019,Underwear,data\hm\images\062\0625216019.jpg
772010002,Garment Lower body,data\hm\images\077\0772010002.jpg
627554016,Garment Lower body,data\hm\images\062\0627554016.jpg
677546006,Garment Upper body,data\hm\images\067\0677546006.jpg
927936001,Garment Upper body,data\hm\images\092\0927936001.jpg
630823005,Garment Upper body,data\hm\images\063\0630823005.jpg
759637008,Garment Full body,data\hm\images\075\0759637008.jpg
568601045,Garment Upper body,data\hm\images\056\0568601045.jpg
811448004,Garment Full body,data\hm\images\081\0811448004.jpg
646713001,Shoes,data\hm\images\064\0646713001.jpg
698023001,Garment Full body,data\hm\images\069\0698023001.jpg
760876020,Accessories,data\hm\images\076\0760876020.jpg
684021060,Garment Upper body,data\hm\images\068\0684021060.jpg
551807002,Garment Upper body,data\hm\images\055\0551807002.jpg
681786001,Garment Full body,data\hm\images\068\0681786001.jpg
767799007,Garment Full body,data\hm\images\076\0767799007.jpg
654366001,Garment Lower body,data\hm\images\065\0654366001.jpg
884105001,Garment Full body,data\hm\images\088\0884105001.jpg
694974003,Garment Upper body,data\hm\images\069\0694974003.jpg
722844007,Garment Upper body,data\hm\images\072\0722844007.jpg
761149002,Accessories,data\hm\images\076\0761149002.jpg
417088003,Garment Upper body,data\hm\images\041\0417088003.jpg
796528002,Shoes,data\hm\images\079\0796528002.jpg
752356002,Garment Upper body,data\hm\images\075\0752356002.jpg
715624004,Garment Upper body,data\hm\images\071\0715624004.jpg
652631001,Garment Lower body,data\hm\images\065\0652631001.jpg
788470002,Garment Lower body,data\hm\images\078\0788470002.jpg
857097003,Shoes,data\hm\images\085\0857097003.jpg
770703001,Garment Upper body,data\hm\images\077\0770703001.jpg
670942006,Garment Lower body,data\hm\images\067\0670942006.jpg
878359001,Accessories,data\hm\images\087\0878359001.jpg
784783005,Swimwear,data\hm\images\078\0784783005.jpg
890423002,Garment Upper body,data\hm\images\089\0890423002.jpg
657395007,Garment Upper body,data\hm\images\065\0657395007.jpg
637319002,Garment Upper body,data\hm\images\063\0637319002.jpg
568689001,Shoes,data\hm\images\056\0568689001.jpg
729004001,Underwear,data\hm\images\072\0729004001.jpg
670181001,Garment Lower body,data\hm\images\067\0670181001.jpg
853589004,Garment Upper body,data\hm\images\085\0853589004.jpg
857171003,Shoes,data\hm\images\085\0857171003.jpg
777059001,Shoes,data\hm\images\077\0777059001.jpg
675662023,Underwear,data\hm\images\067\0675662023.jpg
880780001,Swimwear,data\hm\images\088\0880780001.jpg
825367001,Garment Upper body,data\hm\images\082\0825367001.jpg
896862001,Garment Upper body,data\hm\images\089\0896862001.jpg
553954001,Garment Upper body,data\hm\images\055\0553954001.jpg
649227001,Garment Upper body,data\hm\images\064\0649227001.jpg
662553008,Garment Lower body,data\hm\images\066\0662553008.jpg
617534016,Garment Upper body,data\hm\images\061\0617534016.jpg
755144001,Garment Upper body,data\hm\images\075\0755144001.jpg
609469002,Shoes,data\hm\images\060\0609469002.jpg
922619001,Garment Upper body,data\hm\images\092\0922619001.jpg
761418003,Nightwear,data\hm\images\076\0761418003.jpg
562252032,Garment Lower body,data\hm\images\056\0562252032.jpg
749131002,Shoes,data\hm\images\074\0749131002.jpg
565952002,Garment Full body,data\hm\images\056\0565952002.jpg
708293003,Garment Full body,data\hm\images\070\0708293003.jpg
654046002,Underwear,data\hm\images\065\0654046002.jpg
808008002,Garment Full body,data\hm\images\080\0808008002.jpg
590457006,Garment Lower body,data\hm\images\059\0590457006.jpg
674243002,Garment Upper body,data\hm\images\067\0674243002.jpg
564309005,Underwear,data\hm\images\056\0564309005.jpg
579125004,Garment Upper body,data\hm\images\057\0579125004.jpg
663588002,Garment Upper body,data\hm\images\066\0663588002.jpg
719243002,Garment Lower body,data\hm\images\071\0719243002.jpg
806184003,Garment Full body,data\hm\images\080\0806184003.jpg
837251001,Accessories,data\hm\images\083\0837251001.jpg
875891003,Garment Lower body,data\hm\images\087\0875891003.jpg
860746002,Shoes,data\hm\images\086\0860746002.jpg
755675002,Garment Full body,data\hm\images\075\0755675002.jpg
626448007,Garment Upper body,data\hm\images\062\0626448007.jpg
730570002,Garment Upper body,data\hm\images\073\0730570002.jpg
640666001,Garment Lower body,data\hm\images\064\0640666001.jpg
685604022,Swimwear,data\hm\images\068\0685604022.jpg
854092003,Garment Upper body,data\hm\images\085\0854092003.jpg
556424001,Garment Upper body,data\hm\images\055\0556424001.jpg
744817003,Garment Full body,data\hm\images\074\0744817003.jpg
662868002,Garment Upper body,data\hm\images\066\0662868002.jpg
757813005,Garment Upper body,data\hm\images\075\0757813005.jpg
885978003,Garment Upper body,data\hm\images\088\0885978003.jpg
895610001,Garment Lower body,data\hm\images\089\0895610001.jpg
647498003,Garment Lower body,data\hm\images\064\0647498003.jpg
522398064,Garment Upper body,data\hm\images\052\0522398064.jpg
716324002,Garment Lower body,data\hm\images\071\0716324002.jpg
696427005,Garment Upper body,data\hm\images\069\0696427005.jpg
746863001,Garment Lower body,data\hm\images\074\0746863001.jpg
875900002,Garment Lower body,data\hm\images\087\0875900002.jpg
808621004,Shoes,data\hm\images\080\0808621004.jpg
719444001,Garment Full body,data\hm\images\071\0719444001.jpg
688464001,Garment Upper body,data\hm\images\068\0688464001.jpg
540278019,Garment Upper body,data\hm\images\054\0540278019.jpg
567505002,Garment Lower body,data\hm\images\056\0567505002.jpg
659113001,Garment Upper body,data\hm\images\065\0659113001.jpg
862626008,Accessories,data\hm\images\086\0862626008.jpg
685811004,Garment Lower body,data\hm\images\068\0685811004.jpg
811322001,Garment Upper body,data\hm\images\081\0811322001.jpg
743909005,Garment Upper body,data\hm\images\074\0743909005.jpg
886241002,Garment Full body,data\hm\images\088\0886241002.jpg
837686001,Garment Lower body,data\hm\images\083\0837686001.jpg
813060012,Garment Upper body,data\hm\images\081\0813060012.jpg
676632003,Garment Full body,data\hm\images\067\0676632003.jpg
629760009,Garment Lower body,data\hm\images\062\0629760009.jpg
846604001,Garment Upper body,data\hm\images\084\0846604001.jpg
739393001,Accessories,data\hm\images\073\0739393001.jpg
818029001,Garment Upper body,data\hm\images\081\0818029001.jpg
763393001,Garment Full body,data\hm\images\076\0763393001.jpg
747390002,Garment Upper body,data\hm\images\074\0747390002.jpg
708185006,Garment Lower body,data\hm\images\070\0708185006.jpg
796010002,Garment Upper body,data\hm\images\079\0796010002.jpg
632193002,Garment Lower body,data\hm\images\063\0632193002.jpg
574494002,Swimwear,data\hm\images\057\0574494002.jpg
572797008,Garment Upper body,data\hm\images\057\0572797008.jpg
723078004,Underwear,data\hm\images\072\0723078004.jpg
598515013,Underwear,data\hm\images\059\0598515013.jpg
712406005,Garment Lower body,data\hm\images\071\0712406005.jpg
874035006,Garment Full body,data\hm\images\087\0874035006.jpg
623653001,Socks & Tights,data\hm\images\062\0623653001.jpg
618319003,Garment Upper body,data\hm\images\061\0618319003.jpg
756118013,Garment Upper body,data\hm\images\075\0756118013.jpg
852672001,Garment Full body,data\hm\images\085\0852672001.jpg
831042001,Swimwear,data\hm\images\083\0831042001.jpg
685816010,Garment Upper body,data\hm\images\068\0685816010.jpg
859668003,Garment Upper body,data\hm\images\085\0859668003.jpg
701568001,Garment Upper body,data\hm\images\070\0701568001.jpg
541518001,Underwear,data\hm\images\054\0541518001.jpg
621744003,Garment Full body,data\hm\images\062\0621744003.jpg
890180001,Accessories,data\hm\images\089\0890180001.jpg
687704039,Garment Lower body,data\hm\images\068\0687704039.jpg
687270002,Garment Upper body,data\hm\images\068\0687270002.jpg
763379002,Garment Upper body,data\hm\images\076\0763379002.jpg
833386001,Garment Upper body,data\hm\images\083\0833386001.jpg
747533002,Garment Lower body,data\hm\images\074\0747533002.jpg
851400015,Garment Lower body,data\hm\images\085\0851400015.jpg
566940001,Swimwear,data\hm\images\056\0566940001.jpg
734851002,Garment Upper body,data\hm\images\073\0734851002.jpg
736435002,Garment Upper body,data\hm\images\073\0736435002.jpg
864467002,Garment Full body,data\hm\images\086\0864467002.jpg
723691001,Accessories,data\hm\images\072\0723691001.jpg
696980005,Garment Full body,data\hm\images\069\0696980005.jpg
892379001,Garment Lower body,data\hm\images\089\0892379001.jpg
852833002,Garment Lower body,data\hm\images\085\0852833002.jpg
768784001,Garment Full body,data\hm\images\076\0768784001.jpg
557046005,Accessories,data\hm\images\055\0557046005.jpg
706654002,Garment Full body,data\hm\images\070\0706654002.jpg
654217001,Garment Lower body,data\hm\images\065\0654217001.jpg
685196002,Garment Upper body,data\hm\images\068\0685196002.jpg
715927002,Garment Full body,data\hm\images\071\0715927002.jpg
699211001,Garment Full body,data\hm\images\069\0699211001.jpg
442633007,Garment Upper body,data\hm\images\044\0442633007.jpg
817295001,Garment Upper body,data\hm\images\081\0817295001.jpg
677930005,Garment Upper body,data\hm\images\067\0677930005.jpg
700514001,Garment Upper body,data\hm\images\070\0700514001.jpg
769269001,Accessories,data\hm\images\076\0769269001.jpg
873126001,Garment Full body,data\hm\images\087\0873126001.jpg
561303009,Garment Lower body,data\hm\images\056\0561303009.jpg
573716002,Garment Lower body,data\hm\images\057\0573716002.jpg
759807009,Garment Upper body,data\hm\images\075\0759807009.jpg
653428003,Garment Upper body,data\hm\images\065\0653428003.jpg
485542005,Underwear,data\hm\images\048\0485542005.jpg
761821007,Garment Full body,data\hm\images\076\0761821007.jpg
579847002,Garment Lower body,data\hm\images\057\0579847002.jpg
869170002,Garment Lower body,data\hm\images\086\0869170002.jpg
788429001,Nightwear,data\hm\images\078\0788429001.jpg
703556001,Accessories,data\hm\images\070\0703556001.jpg
755700006,Garment Upper body,data\hm\images\075\0755700006.jpg
698618001,Garment Lower body,data\hm\images\069\0698618001.jpg
653941006,Garment Upper body,data\hm\images\065\0653941006.jpg
851010006,Underwear,data\hm\images\085\0851010006.jpg
879282001,Garment Upper body,data\hm\images\087\0879282001.jpg
546800004,Accessories,data\hm\images\054\0546800004.jpg
296476008,Underwear,data\hm\images\029\0296476008.jpg
538706002,Garment Upper body,data\hm\images\053\0538706002.jpg
922064002,Garment Lower body,data\hm\images\092\0922064002.jpg
687000003,Shoes,data\hm\images\068\0687000003.jpg
749044016,Garment Upper body,data\hm\images\074\0749044016.jpg
908728005,Garment Full body,data\hm\images\090\0908728005.jpg
760158001,Garment Lower body,data\hm\images\076\0760158001.jpg
663283008,Garment Upper body,data\hm\images\066\0663283008.jpg
542533015,Garment Upper body,data\hm\images\054\0542533015.jpg
706459001,Garment Upper body,data\hm\images\070\0706459001.jpg
729620002,Garment Upper body,data\hm\images\072\0729620002.jpg
705518003,Garment Upper body,data\hm\images\070\0705518003.jpg
591334009,Garment Upper body,data\hm\images\059\0591334009.jpg
631590002,Garment Lower body,data\hm\images\063\0631590002.jpg
659360004,Garment Upper body,data\hm\images\065\0659360004.jpg
659360002,Garment Upper body,data\hm\images\065\0659360002.jpg
654410015,Garment Upper body,data\hm\images\065\0654410015.jpg
651614001,Shoes,data\hm\images\065\0651614001.jpg
750397014,Garment Upper body,data\hm\images\075\0750397014.jpg
814299003,Garment Full body,data\hm\images\081\0814299003.jpg
733823001,Garment Lower body,data\hm\images\073\0733823001.jpg
626443001,Garment Lower body,data\hm\images\062\0626443001.jpg
880322003,Garment Upper body,data\hm\images\088\0880322003.jpg
803571003,Accessories,data\hm\images\080\0803571003.jpg
857620002,Garment Upper body,data\hm\images\085\0857620002.jpg
781592002,Garment Upper body,data\hm\images\078\0781592002.jpg
589228001,Shoes,data\hm\images\058\0589228001.jpg
828852002,Garment Lower body,data\hm\images\082\0828852002.jpg
761501004,Garment Lower body,data\hm\images\076\0761501004.jpg
711694001,Garment Lower body,data\hm\images\071\0711694001.jpg
799455003,Garment Full body,data\hm\images\079\0799455003.jpg
767820002,Garment Full body,data\hm\images\076\0767820002.jpg
854158001,Underwear,data\hm\images\085\0854158001.jpg
738978001,Shoes,data\hm\images\073\0738978001.jpg
747512001,Garment Upper body,data\hm\images\074\0747512001.jpg
714994002,Socks & Tights,data\hm\images\071\0714994002.jpg
866056001,Garment Full body,data\hm\images\086\0866056001.jpg
853916001,Garment Lower body,data\hm\images\085\0853916001.jpg
688537021,Swimwear,data\hm\images\068\0688537021.jpg
894497001,Garment Upper body,data\hm\images\089\0894497001.jpg
181448105,Socks & Tights,data\hm\images\018\0181448105.jpg
902288002,Accessories,data\hm\images\090\0902288002.jpg
633952002,Garment Lower body,data\hm\images\063\0633952002.jpg
641840001,Garment Lower body,data\hm\images\064\0641840001.jpg
718086003,Garment Full body,data\hm\images\071\0718086003.jpg
767304002,Garment Full body,data\hm\images\076\0767304002.jpg
751769002,Garment Full body,data\hm\images\075\0751769002.jpg
386859053,Garment Upper body,data\hm\images\038\0386859053.jpg
674651007,Underwear,data\hm\images\067\0674651007.jpg
715398002,Garment Lower body,data\hm\images\071\0715398002.jpg
537018001,Garment Upper body,data\hm\images\053\0537018001.jpg
736765003,Garment Upper body,data\hm\images\073\0736765003.jpg
601111001,Shoes,data\hm\images\060\0601111001.jpg
647600001,Garment Full body,data\hm\images\064\0647600001.jpg
683067003,Underwear,data\hm\images\068\0683067003.jpg
637309001,Garment Upper body,data\hm\images\063\0637309001.jpg
749694001,Garment Lower body,data\hm\images\074\0749694001.jpg
766928003,Shoes,data\hm\images\076\0766928003.jpg
582011007,Garment Lower body,data\hm\images\058\0582011007.jpg
684019001,Garment Upper body,data\hm\images\068\0684019001.jpg
656345001,Underwear,data\hm\images\065\0656345001.jpg
647490002,Garment Upper body,data\hm\images\064\0647490002.jpg
699358004,Garment Upper body,data\hm\images\069\0699358004.jpg
867888001,Garment Upper body,data\hm\images\086\0867888001.jpg
796535007,Garment Upper body,data\hm\images\079\0796535007.jpg
519936027,Underwear,data\hm\images\051\0519936027.jpg
596981001,Garment Upper body,data\hm\images\059\0596981001.jpg
485542009,Underwear,data\hm\images\048\0485542009.jpg
843225001,Shoes,data\hm\images\084\0843225001.jpg
768759009,Garment Upper body,data\hm\images\076\0768759009.jpg
903090001,Garment Full body,data\hm\images\090\0903090001.jpg
914026002,Accessories,data\hm\images\091\0914026002.jpg
639342001,Garment Upper body,data\hm\images\063\0639342001.jpg
564126002,Underwear,data\hm\images\056\0564126002.jpg
739366002,Garment Upper body,data\hm\images\073\0739366002.jpg
715524004,Underwear,data\hm\images\071\0715524004.jpg
684096001,Garment Full body,data\hm\images\068\0684096001.jpg
756132001,Garment Full body,data\hm\images\075\0756132001.jpg
548415001,Garment Upper body,data\hm\images\054\0548415001.jpg
622678005,Garment Upper body,data\hm\images\062\0622678005.jpg
858401002,Garment Lower body,data\hm\images\085\0858401002.jpg
874837008,Garment Upper body,data\hm\images\087\0874837008.jpg
715902009,Garment Upper body,data\hm\images\071\0715902009.jpg
743904007,Garment Upper body,data\hm\images\074\0743904007.jpg
731985002,Garment Lower body,data\hm\images\073\0731985002.jpg
795505002,Garment Full body,data\hm\images\079\0795505002.jpg
854885001,Garment Full body,data\hm\images\085\0854885001.jpg
685454001,Garment Lower body,data\hm\images\068\0685454001.jpg
663323002,Accessories,data\hm\images\066\0663323002.jpg
605554001,Underwear,data\hm\images\060\0605554001.jpg
749650001,Shoes,data\hm\images\074\0749650001.jpg
680389002,Accessories,data\hm\images\068\0680389002.jpg
672498002,Garment Upper body,data\hm\images\067\0672498002.jpg
698838002,Garment Full body,data\hm\images\069\0698838002.jpg
685417007,Garment Full body,data\hm\images\068\0685417007.jpg
911197001,Accessories,data\hm\images\091\0911197001.jpg
623859006,Garment Upper body,data\hm\images\062\0623859006.jpg
910601002,Garment Lower body,data\hm\images\091\0910601002.jpg
695043002,Swimwear,data\hm\images\069\0695043002.jpg
693208012,Garment Upper body,data\hm\images\069\0693208012.jpg
706268005,Socks & Tights,data\hm\images\070\0706268005.jpg
646811015,Garment Upper body,data\hm\images\064\0646811015.jpg
